Ticket,Fecha,CodTienda,CodCliente
"S3-13-005-2517937","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517939","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517941","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517945","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517948","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517950","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517952","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517954","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517956","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517957","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517958","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517959","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517962","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517963","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517965","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517966","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517967","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517968","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517973","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517974","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517978","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517982","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517984","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517989","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2517995","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518002","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518004","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518006","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518008","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518009","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518012","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518014","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518015","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518016","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518019","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518020","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518021","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518025","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518026","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518031","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518032","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518037","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518038","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518039","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518044","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518045","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518046","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518047","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518048","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518049","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518052","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518055","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518057","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518064","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518067","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518072","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518075","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518078","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518080","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518086","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518087","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518089","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518091","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518097","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518098","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518100","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518101","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518103","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518104","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518105","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518106","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518110","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518113","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518122","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518126","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518132","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518134","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518135","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518139","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518141","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518142","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518143","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518146","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518147","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518148","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518150","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518151","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518154","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518158","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518160","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518161","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518166","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518167","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518168","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518169","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518172","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518173","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518174","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518177","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518178","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518181","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518183","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518184","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518185","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518193","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518197","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518199","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518201","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518204","03/12/13 00:00:00","005","CONTADO"
"S3-13-005-2518207","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518209","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518212","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518216","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518217","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518220","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518221","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518223","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518225","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518226","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518229","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518231","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518232","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518233","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518237","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518238","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518245","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518247","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518249","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518250","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518252","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518254","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518259","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518266","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518273","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518274","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518276","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518278","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518282","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518294","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518302","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518304","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518305","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518309","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518317","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518318","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518319","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518321","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518326","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518337","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518338","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518342","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518343","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518348","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518349","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518351","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518352","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518353","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518355","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518357","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518363","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518368","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518371","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518372","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518376","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518377","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518381","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518383","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518384","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518385","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518387","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518388","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518391","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518392","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518403","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518404","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518405","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518408","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518409","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518410","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518411","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518416","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518417","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518418","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518421","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518424","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518431","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518434","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518442","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518443","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518445","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518446","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518448","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518451","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518452","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518454","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518459","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518464","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518466","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518469","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518476","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518477","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518480","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518481","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518483","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518485","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518486","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518488","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518497","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518498","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518500","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518503","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518506","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518508","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518516","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518517","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518519","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518522","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518523","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518527","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518528","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518529","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518538","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518541","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518542","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518544","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518550","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518553","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518555","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518557","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518559","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518560","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518565","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518568","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518573","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518575","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518577","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518583","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518585","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518587","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518593","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518595","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518597","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518598","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518601","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518603","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518604","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518608","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518611","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518613","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518614","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518615","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518619","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518620","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518621","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518623","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518624","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518628","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518631","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518633","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518636","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518639","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518643","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518644","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518645","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518646","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518647","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518651","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518652","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518653","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518654","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518655","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518658","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518663","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518664","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518665","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518668","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518672","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518673","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518674","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518685","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518687","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518691","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518693","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518694","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518696","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518697","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518698","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518702","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518704","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518711","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518713","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518715","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518718","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518720","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518723","03/13/13 00:00:00","005","CONTADO"
"S3-13-005-2518732","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518733","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518737","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518738","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518739","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518740","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518741","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518744","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518745","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518748","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518757","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518759","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518760","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518761","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518766","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518770","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518771","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518772","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518775","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518780","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518781","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518782","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518783","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518788","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518790","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518791","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518792","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518797","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518800","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518806","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518817","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518818","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518820","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518823","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518829","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518830","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518831","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518832","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518833","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518834","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518837","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518838","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518843","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518844","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518848","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518850","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518854","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518855","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518866","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518869","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518872","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518873","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518878","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518879","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518882","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518883","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518891","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518894","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518896","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518898","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518899","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518900","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518901","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518906","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518907","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518915","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518916","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518920","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518922","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518923","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518924","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518927","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518930","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518934","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518938","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518946","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518948","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518949","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518957","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518958","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518959","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518960","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518964","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518965","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518968","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518971","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518973","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518975","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518976","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518977","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518978","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518979","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518981","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518985","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518987","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518990","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518994","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2518997","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519001","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519007","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519009","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519010","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519012","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519016","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519018","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519019","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519020","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519021","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519022","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519023","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519026","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519029","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519031","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519032","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519033","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519034","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519035","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519036","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519044","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519045","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519050","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519051","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519053","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519057","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519060","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519062","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519064","03/14/13 00:00:00","005","CONTADO"
"S3-13-005-2519065","03/14/13 00:00:00","005","CONTADO"
